Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
163350059;11/30/2016;11:47 AM;4.0;MOTOR VEHICLE THEFT;;;;;5442 N 36TH ST
163350078;11/30/2016;12:10 PM;4.0;SIMPLE ASSAULT;;;;;6440 N 40TH ST
163360006;11/30/2016;10:45 PM;5.0;SIMPLE ASSAULT;;;;;1923 W CORNELL ST
163340003;11/29/2016;01:14 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5323 N 29TH ST
163340006;11/29/2016;01:40 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4847 N 48TH ST
163340007;11/29/2016;01:40 AM;7.0;AGGRAVATED ASSAULT;;;;;4847 N 48TH ST
163340045;11/29/2016;08:17 AM;5.0;AGGRAVATED ASSAULT;;;;;4020 N 12TH ST #LWR
163340056;11/29/2016;08:36 AM;4.0;SIMPLE ASSAULT;;;;;5748 N 36TH ST
163340083;11/29/2016;12:26 PM;4.0;AGGRAVATED ASSAULT;;;;;5201 N TEUTONIA AV
163340084;11/29/2016;02:21 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4747 N 18TH ST
163340093;11/29/2016;03:57 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;1984 W CONGRESS ST #2
163340112;11/29/2016;04:36 PM;7.0;BURGLARY/BREAKING AND ENTERING;THEFT FROM BUILDING;;;;4938 W HAMPTON AV #3
163340153;11/29/2016;09:00 PM;7.0;ROBBERY;;;;;3800 W FAIRMOUNT AV
163340165;11/29/2016;05:46 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;6835 N DARIEN ST #1
163330025;11/28/2016;05:54 AM;4.0;MOTOR VEHICLE THEFT;;;;;6871 N DARIEN ST #2
163330031;11/28/2016;07:13 AM;4.0;MOTOR VEHICLE THEFT;;;;;3707 W GOOD HOPE RD
163330032;11/28/2016;08:01 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2513 W GLENDALE AV
163330054;11/28/2016;08:56 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4368 N 17TH ST
163330140;11/28/2016;05:10 PM;5.0;MOTOR VEHICLE THEFT;;;;;4469 N 27TH ST
163330145;11/28/2016;04:55 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4477 N 25TH ST
163330163;11/28/2016;04:47 PM;7.0;INTIMIDATION;;;;;4948 W HAMPTON AV
163330186;11/28/2016;09:23 PM;4.0;AGGRAVATED ASSAULT;;;;;5915 N 38TH ST
163330187;11/28/2016;06:07 PM;5.0;AGGRAVATED ASSAULT;;;;;2614 W PORT SUNLIGHT WA
163320017;11/27/2016;01:32 AM;4.0;ROBBERY;;;;;6811 N TEUTONIA AV
163320029;11/27/2016;04:43 AM;4.0;INTIMIDATION;;;;;2408 W LAWN AV
163320031;11/27/2016;06:21 AM;7.0;MOTOR VEHICLE THEFT;;;;;2725 W FAIRMOUNT AV
163320068;11/27/2016;11:42 AM;5.0;AGGRAVATED ASSAULT;;;;;4362 N 26TH ST
163320121;11/27/2016;04:29 PM;4.0;INTIMIDATION;;;;;7282 N 38TH ST
163310063;11/26/2016;11:16 AM;4.0;THEFT FROM COIN-OPPERATED MACHINES;;;;;5630 N TEUTONIA AV
163310072;11/26/2016;01:55 PM;5.0;ROBBERY;;;;;4239 N 24TH ST
163310085;11/26/2016;03:28 PM;4.0;AGGRAVATED ASSAULT;KIDNAPING;;;;5372 N 37TH ST
163310095;11/26/2016;05:37 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;4822 W GREEN TREE RD
163310116;11/26/2016;07:19 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;3829 W FAIRMOUNT AV #1
163310135;11/26/2016;10:09 PM;4.0;MOTOR VEHICLE THEFT;;;;;5690 N 36TH ST
