INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
150310096,01/31/2015,06:00 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,3338 S 12TH ST
150310104,01/31/2015,06:45 PM,6,THEFT FROM MOTOR VEHICLE,,,,,3317 S 6TH ST
150310136,01/31/2015,10:59 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,2821 S 10TH ST
150310137,01/31/2015,11:22 PM,6,ROBBERY,,,,,1227 W OKLAHOMA AV
150300043,01/30/2015,08:10 AM,6,SIMPLE ASSAULT,,,,,3875 S CLEMENT AV
150300052,01/30/2015,09:58 AM,6,THEFT FROM BUILDING,,,,,620 W OKLAHOMA AV
150300101,01/30/2015,06:38 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2604 S 5TH ST
150300134,01/30/2015,09:51 PM,6,ROBBERY,,,,,830 E POTTER AV
150310002,01/30/2015,09:23 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,1239 E RUSSELL AV
150290006,01/29/2015,12:05 AM,2,SHOPLIFTING,,,,,2341 S CHASE AV
150290047,01/29/2015,08:58 AM,6,THEFT FROM MOTOR VEHICLE,,,,,2301 S KINNICKINNIC AV
150290099,01/29/2015,03:43 PM,6,MOTOR VEHICLE THEFT,,,,,1005 W MONTANA ST
150290103,01/29/2015,04:15 PM,6,THEFT FROM MOTOR VEHICLE,,,,,2852 S 11TH ST
150290165,01/29/2015,10:57 PM,6,MOTOR VEHICLE THEFT,,,,,3140 S 11TH ST
150280128,01/28/2015,04:31 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,2419 E HOLT AV
150270034,01/27/2015,07:20 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3214 S PINE AV #LWR
150270045,01/27/2015,07:20 AM,6,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3214 S PINE AV
150270054,01/27/2015,09:11 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,2349 S AUSTIN ST
