Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
130590008;02/28/2013;07:21 AM;4.0;THEFT FROM BUILDING;;;;;5927 N TEUTONIA AV
130590026;02/28/2013;11:12 AM;5.0;THEFT FROM BUILDING;;;;;1801 W OLIVE ST
130590043;02/28/2013;11:59 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5537 N 39TH ST
130590056;02/28/2013;02:21 PM;5.0;AGGRAVATED ASSAULT;;;;;4476 N 29TH ST
130590061;02/28/2013;01:31 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4931-A N 47TH ST
130590073;02/28/2013;06:45 PM;4.0;ROBBERY;;;;;5822 N 39TH ST
130590088;02/28/2013;06:58 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2008 W OLIVE ST
130590098;02/28/2013;08:06 PM;5.0;AGGRAVATED ASSAULT;;;;;4147 N 24TH PL
130590112;02/28/2013;09:17 PM;4.0;SIMPLE ASSAULT;;;;;5304 N TEUTONIA AV #4
130580009;02/27/2013;05:03 AM;4.0;SIMPLE ASSAULT;;;;;7233 N 38TH ST #13
130580016;02/27/2013;08:22 AM;7.0;MOTOR VEHICLE THEFT;;;;;4962 N 37TH ST
130580019;02/27/2013;08:00 AM;4.0;ALL OTHER LARCENY;;;;;4230 W DOUGLAS AV
130580034;02/27/2013;11:49 AM;7.0;THEFT FROM BUILDING;;;;;5000 N 53RD ST
130570012;02/26/2013;01:11 AM;4.0;SIMPLE ASSAULT;;;;;3001 W SILVER SPRING DR #303
130570014;02/26/2013;02:23 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3642 W ELM ST
130570021;02/26/2013;07:35 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6020 N 35TH ST
130570057;02/26/2013;02:24 PM;4.0;INTIMIDATION;;;;;6434 N 47TH ST
130570061;02/26/2013;02:44 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5401 N 40TH ST
130570097;02/26/2013;06:20 PM;5.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2801 W ATKINSON AV #202
130560069;02/25/2013;01:19 PM;7.0;SIMPLE ASSAULT;;;;;4844 N 44TH ST
130560083;02/25/2013;04:01 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4969 N 21ST ST
130560085;02/25/2013;02:14 PM;5.0;MOTOR VEHICLE THEFT;;;;;1928 W CAPITOL DR
130560104;02/25/2013;04:37 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;2830 W CAMERON AV
130570002;02/25/2013;11:14 PM;7.0;AGGRAVATED ASSAULT;;;;;4821 N 19TH PL
130550005;02/24/2013;12:24 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4861 N 50TH ST
130550019;02/24/2013;04:21 AM;4.0;SIMPLE ASSAULT;;;;;5437 N GREEN BAY AV
130550027;02/24/2013;05:19 AM;4.0;SIMPLE ASSAULT;;;;;6908 N 37TH ST #3
130550040;02/24/2013;01:52 PM;4.0;SIMPLE ASSAULT;;;;;3610 W GREEN TREE RD #4
130550046;02/24/2013;10:18 AM;4.0;AGGRAVATED ASSAULT;;;;;5220 N 27TH ST
130550056;02/24/2013;12:19 PM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3406 W FLORIST AV #308
130550061;02/24/2013;01:33 PM;7.0;MOTOR VEHICLE THEFT;;;;;1977 W PURDUE ST
130550074;02/24/2013;03:16 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3321 W SILVER SPRING DR
130550075;02/24/2013;02:27 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4870 N 18TH ST
130550077;02/24/2013;03:42 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4736 N 24TH ST
130550088;02/24/2013;03:31 PM;4.0;THEFT FROM BUILDING;;;;;3827 W GOOD HOPE RD
130550102;02/24/2013;06:04 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4140 N TEUTONIA AV
130550105;02/24/2013;05:40 PM;7.0;SIMPLE ASSAULT;;;;;4819 N MOTHER DANIELS WA
130550122;02/24/2013;05:59 PM;5.0;MOTOR VEHICLE THEFT;;;;;4083 N 20TH ST
130550123;02/24/2013;08:23 PM;5.0;ALL OTHER LARCENY;;;;;4718 N 31ST ST
130550143;02/24/2013;10:12 PM;5.0;SIMPLE ASSAULT;;;;;4415 N 28TH ST
130540051;02/23/2013;10:34 AM;7.0;SIMPLE ASSAULT;;;;;2304 W LINWAL LA
130540052;02/23/2013;11:41 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4959 N 51ST BL
130540088;02/23/2013;02:40 PM;5.0;AGGRAVATED ASSAULT;;;;;2700 W CAPITOL DR
130540102;02/23/2013;06:50 PM;7.0;SIMPLE ASSAULT;;;;;4808 N HOPKINS ST
