"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0031001005,10,17,0,21,0,1,0,49
0031001006,21,80,0,0,0,0,0,101
0031002000,25,72,1,4,0,0,0,102
0031002006,12,43,0,1,0,10,0,66
0031002010,23,80,0,12,0,2,1,118
0031003001,0,0,0,0,0,0,0,0
0031003009,53,29,0,14,0,0,0,96
0031004004,19,48,0,0,0,1,0,68
0031004009,26,25,0,5,0,2,1,59
0031002001,0,0,0,0,0,0,0,0
0031002011,20,62,0,21,0,3,1,107
0031002012,0,0,0,0,0,0,0,0
0031003006,8,47,0,1,0,2,0,58
0031003010,14,37,0,0,0,0,0,51
0031004001,8,37,1,4,0,0,0,50
0031001001,13,155,0,0,0,6,0,174
0031001007,37,60,1,16,0,2,11,127
0031001008,49,76,5,34,0,2,1,167
0031003000,0,0,0,0,0,0,0,0
0031003002,23,48,0,0,0,0,0,71
0031003008,21,68,0,0,0,0,0,89
0031002013,0,0,0,0,0,0,0,0
0031003003,32,79,0,0,0,0,0,111
0031003011,18,18,0,0,0,0,0,36
0031002002,27,52,1,33,0,7,0,120
0031002005,9,17,0,0,0,0,1,27
0031002009,25,77,0,22,0,0,5,129
0031003004,16,43,0,0,0,0,0,59
0031004000,2,0,0,12,0,0,0,14
0031004013,22,77,0,0,0,0,2,101
0031001000,8,58,0,0,0,0,0,66
0031001004,0,0,0,0,0,0,0,0
0031002004,5,3,0,0,0,0,0,8
0031002007,17,36,3,0,0,4,0,60
0031003005,11,52,1,14,0,8,0,86
0031003007,5,63,0,29,0,0,0,97
0031003012,9,68,0,17,0,2,2,98
0031004008,29,39,0,0,0,0,0,68
0031001002,51,84,2,14,0,3,2,156
0031002008,10,8,2,22,0,0,0,42
0031004002,25,101,0,0,0,2,0,128
0031004003,10,26,0,0,0,0,0,36
0031004006,6,32,0,0,0,0,0,38
0031004007,34,41,2,0,0,10,0,87
0031004010,43,38,0,11,0,0,0,92
0031001003,15,87,0,18,0,4,0,124
0031002003,24,54,1,24,0,6,0,109
0031004005,2,7,0,0,0,0,0,9
0031004011,41,24,0,0,0,0,4,69
0031004012,27,66,2,0,0,0,2,97
,,,,,,,,
"Total Records: 51",,,,,,,,
"Census Tract: 3100",,,,,,,,
