"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0053001002,53,0,0,0,0,1,1,55
0053001004,53,0,0,0,0,0,0,53
0053002012,64,1,4,0,0,5,0,74
0053002013,55,3,4,0,0,0,0,62
0053001005,30,4,0,0,0,1,1,36
0053002002,57,1,0,0,0,0,0,58
0053002003,75,1,0,0,0,0,1,77
0053002004,88,3,4,0,0,3,0,98
0053002016,33,0,0,8,0,2,4,47
0053001006,75,7,0,2,0,3,2,89
0053002007,62,14,0,11,0,0,1,88
0053002015,47,0,0,1,0,2,0,50
0053001003,86,5,0,0,0,1,0,92
0053002001,44,3,0,1,0,0,0,48
0053002006,49,0,4,0,0,0,1,54
0053002008,47,1,0,1,0,0,0,49
0053002009,41,5,0,1,0,0,1,48
0053001007,63,9,0,5,0,2,2,81
0053001008,67,0,0,0,0,0,1,68
0053001009,53,2,0,1,0,6,7,69
0053001011,58,6,0,0,0,0,0,64
0053002010,39,6,0,5,0,0,0,50
0053002014,44,0,0,0,0,5,0,49
0053002017,37,0,0,0,0,3,0,40
0053001001,66,3,0,2,0,2,1,74
0053002005,84,3,0,6,0,1,1,95
0053001000,54,24,0,0,6,1,2,87
0053001010,66,3,0,0,0,0,4,73
0053002000,37,3,0,0,0,0,0,40
0053002011,35,1,0,0,0,5,2,43
,,,,,,,,
"Total Records: 31",,,,,,,,
"Census Tract: 5300",,,,,,,,
