"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0048001008,7,25,0,0,0,0,0,32
0048001017,1,60,1,1,0,0,0,63
0048003003,2,133,0,1,0,4,0,140
0048003004,9,124,1,0,0,5,0,139
0048003012,5,94,1,1,0,5,0,106
0048004001,15,111,0,0,0,0,0,126
0048001000,4,42,0,0,0,0,0,46
0048001001,0,105,0,7,0,0,0,112
0048001020,3,30,0,0,0,0,0,33
0048002005,4,110,0,0,0,2,0,116
0048002008,4,56,0,0,0,2,7,69
0048002009,0,58,0,0,0,0,0,58
0048002010,4,73,0,0,0,1,0,78
0048004004,9,105,0,0,0,1,0,115
0048004005,3,103,0,0,0,0,1,107
0048001004,0,63,0,0,0,0,0,63
0048001013,2,51,0,0,0,0,0,53
0048002011,0,3,0,0,0,1,0,4
0048003000,3,47,0,2,0,0,0,52
0048003006,4,108,0,0,0,0,0,112
0048003008,12,89,0,0,0,0,0,101
0048003009,0,0,0,0,0,0,0,0
0048001012,0,10,0,0,0,1,0,11
0048001014,8,96,5,0,0,2,0,111
0048001021,0,0,0,0,0,0,0,0
0048002003,0,0,0,0,0,0,0,0
0048002004,7,108,0,9,0,0,0,124
0048002006,6,110,0,0,0,0,0,116
0048004002,3,124,0,0,0,0,0,127
0048004009,2,126,0,10,0,0,0,138
0048001006,10,78,0,0,0,2,1,91
0048001018,0,0,0,0,0,0,0,0
0048004000,17,108,0,0,0,0,6,131
0048004006,6,125,0,0,0,3,1,135
0048001003,0,55,0,0,0,6,0,61
0048001019,0,30,1,0,0,1,0,32
0048003001,0,0,0,0,0,0,0,0
0048001002,5,12,0,0,0,0,0,17
0048001005,1,69,1,0,0,1,3,75
0048001010,11,66,0,0,0,2,6,85
0048001011,0,0,0,0,0,0,0,0
0048001016,11,101,0,0,0,5,1,118
0048002000,2,123,0,0,0,2,0,127
0048002002,0,0,0,0,0,0,0,0
0048003002,1,48,0,0,0,0,0,49
0048003007,6,116,2,0,0,4,0,128
0048003010,13,87,0,0,0,2,2,104
0048003011,5,111,0,0,0,0,0,116
0048003013,0,0,0,0,0,0,0,0
0048001007,5,13,0,0,0,0,0,18
0048001009,0,0,0,0,0,0,0,0
0048001015,0,125,2,0,0,0,1,128
0048002001,9,135,0,0,0,7,1,152
0048002007,2,60,0,0,0,0,0,62
0048003005,8,156,0,0,0,4,2,170
0048004003,2,116,0,0,0,0,11,129
0048004007,0,0,0,0,0,0,0,0
0048004008,10,89,0,4,0,5,6,114
,,,,,,,,
"Total Records: 59",,,,,,,,
"Census Tract: 4800",,,,,,,,
