"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0198001000,166,1,0,0,0,6,0,173
0198001008,45,0,0,0,0,1,0,46
0198002001,120,1,0,4,0,1,3,129
0198002007,39,0,0,0,0,0,1,40
0198003001,103,0,1,0,0,0,1,105
0198003003,88,0,1,0,0,0,1,90
0198005005,71,0,1,0,0,0,0,72
0198002003,55,0,0,0,0,0,0,55
0198002005,100,4,2,0,0,0,8,114
0198003010,199,1,0,9,0,4,0,213
0198004005,31,0,0,0,0,0,0,31
0198005000,28,0,0,0,0,0,0,28
0198005004,16,0,0,0,0,0,0,16
0198005007,56,0,3,0,0,1,0,60
0198004002,42,0,0,0,0,1,0,43
0198004007,80,0,0,0,0,4,1,85
0198002002,30,0,1,0,0,0,0,31
0198002004,55,0,0,0,0,0,0,55
0198002009,36,3,0,0,0,0,3,42
0198003000,64,0,0,0,0,0,0,64
0198003004,0,0,0,0,0,0,0,0
0198003005,92,0,1,0,0,0,2,95
0198003008,123,0,1,2,0,1,0,127
0198003009,73,0,1,0,0,0,0,74
0198003011,141,0,1,0,0,5,7,154
0198004000,49,0,4,1,0,0,0,54
0198005003,118,1,0,0,0,0,0,119
0198005006,49,0,0,0,0,1,0,50
0198001003,68,0,0,0,0,0,0,68
0198001004,55,1,0,0,0,2,4,62
0198001006,0,0,0,0,0,0,0,0
0198001007,61,0,0,0,0,1,0,62
0198003002,19,0,1,0,0,2,0,22
0198004003,91,1,3,0,0,0,0,95
0198004008,52,0,0,0,0,1,0,53
0198005001,8,0,0,0,0,0,0,8
0198005009,67,0,0,1,0,0,0,68
0198003006,168,3,1,4,0,28,4,208
0198005002,97,0,1,0,0,0,0,98
0198001001,41,0,0,0,0,0,0,41
0198001005,67,0,0,0,0,2,0,69
0198002008,41,0,0,0,0,0,0,41
0198004004,91,0,0,0,0,0,1,92
0198005008,58,1,0,0,0,2,8,69
0198001002,59,0,0,0,0,0,0,59
0198002000,61,1,0,1,0,0,1,64
0198002006,0,0,0,0,0,0,0,0
0198003007,140,0,0,0,0,0,0,140
0198004001,74,0,0,1,0,7,3,85
0198004006,74,1,0,0,0,0,0,75
,,,,,,,,
"Total Records: 51",,,,,,,,
"Census Tract: 19800",,,,,,,,
