"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0006001001,52,27,0,0,0,2,8,89
0006003001,110,28,2,4,0,0,1,145
0006004006,15,25,0,7,0,0,0,47
0006005000,191,185,2,2,0,3,1,384
0006002007,100,14,1,3,0,1,0,119
0006002008,49,26,0,6,0,0,0,81
0006003002,60,10,0,0,0,1,0,71
0006003008,54,12,3,6,0,4,1,80
0006004002,20,25,1,1,0,2,0,49
0006004003,31,28,0,14,0,1,0,74
0006001004,29,5,0,2,0,2,1,39
0006002005,42,19,0,0,0,2,1,64
0006002010,34,24,0,0,0,4,0,62
0006003006,36,21,0,7,0,0,0,64
0006004000,143,5,0,0,0,0,0,148
0006004012,42,62,0,0,0,1,0,105
0006004013,28,40,0,0,0,2,0,70
0006004016,69,104,0,0,0,4,4,181
0006005001,58,15,0,0,1,4,2,80
0006002003,62,30,0,0,0,0,1,93
0006002004,39,35,0,8,0,2,0,84
0006002006,39,16,0,5,0,0,0,60
0006003013,114,82,0,1,0,0,1,198
0006004010,16,4,0,9,0,0,0,29
0006005002,59,26,1,3,0,4,0,93
0006005003,110,20,0,9,0,0,0,139
0006001000,30,159,0,9,0,2,1,201
0006001005,28,22,0,1,0,0,0,51
0006002001,67,14,4,0,0,5,0,90
0006003000,107,45,5,8,0,3,2,170
0006003003,64,19,1,0,0,1,0,85
0006003011,23,6,0,9,0,3,0,41
0006004007,50,78,0,6,0,0,3,137
0006004009,59,170,3,1,1,8,3,245
0006004014,26,31,1,0,0,2,0,60
0006004015,56,26,0,0,0,0,0,82
0006004017,29,105,0,4,0,8,0,146
0006001002,61,17,0,0,0,0,0,78
0006001006,36,15,0,11,0,0,0,62
0006002011,26,14,0,0,0,3,0,43
0006003007,61,25,0,0,0,0,0,86
0006003012,54,132,0,4,0,8,0,198
0006004005,0,0,0,0,0,0,0,0
0006001003,104,121,1,16,0,8,0,250
0006002000,81,39,0,2,0,0,0,122
0006003005,52,11,2,4,0,0,5,74
0006003009,69,97,0,0,0,6,5,177
0006003010,31,4,0,0,0,0,0,35
0006004001,177,230,0,72,0,14,2,495
0006004004,30,33,1,0,0,2,0,66
0006004008,47,100,0,52,0,10,4,213
0006004011,29,21,0,4,0,0,0,54
0006002002,27,7,1,0,0,6,1,42
0006002009,42,36,0,1,0,3,0,82
0006003004,84,15,0,4,0,3,0,106
0006005004,32,126,0,0,0,4,2,164
,,,,,,,,
"Total Records: 57",,,,,,,,
"Census Tract: 600",,,,,,,,
