Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
093040005;10/31/2009;12:19 AM;5.0;SIMPLE ASSAULT;DISORDERLY CONDUCT;;;;4209 N 25TH ST
093040005;10/31/2009;12:19 AM;5.0;SIMPLE ASSAULT;;;;;4209 N 25TH ST
093040021;10/31/2009;02:36 AM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5280 N 29TH ST
093040023;10/31/2009;07:16 AM;4.0;AGGRAVATED ASSAULT;;;;;5262 N 28TH ST
093040027;10/31/2009;08:07 AM;5.0;ALL OTHER LARCENY;;;;;4531 N 22ND ST
093040032;10/31/2009;09:01 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;1700 W CORNELL ST
093040043;10/31/2009;08:53 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5413 N 38TH ST
093040053;10/31/2009;11:57 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3519 W DOUGLAS AV
093040062;10/31/2009;10:13 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;6909 N 37TH ST #4
093040075;10/31/2009;09:39 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;1951 W HAMPTON AV
093040085;10/31/2009;02:46 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2426 W HAMPTON AV
093040108;10/31/2009;05:40 PM;4.0;SIMPLE ASSAULT;;;;;5951 N 36TH ST
093040134;10/31/2009;09:35 PM;;HOMICIDE;;;;;4951 N 46TH ST
093030026;10/30/2009;02:50 AM;7.0;THEFT FROM MOTOR VEHICLE;MOTOR VEHICLE THEFT;;;;5124 N 32ND ST
093030033;10/30/2009;03:42 AM;7.0;AGGRAVATED ASSAULT;;;;;3927 W VILLARD AV
093030036;10/30/2009;06:46 AM;7.0;MOTOR VEHICLE THEFT;;;;;5145 N 22ND ST
093030054;10/30/2009;08:26 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3829 W FLORIST AV
093030079;10/30/2009;11:24 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4632 N 30TH ST
093030129;10/30/2009;03:51 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5002 N 24TH PL
093030146;10/30/2009;03:06 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5454 N 36TH ST
093030157;10/30/2009;05:29 PM;5.0;MOTOR VEHICLE THEFT;;;;;4102 N 12TH ST
093030158;10/30/2009;02:19 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;2211 W VILLARD AV
093030162;10/30/2009;05:50 PM;4.0;MOTOR VEHICLE THEFT;;;;;5839 N TEUTONIA AV
093030163;10/30/2009;05:55 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5506 N 34TH ST
093030170;10/30/2009;05:07 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5301 N TEUTONIA AV #303
093030194;10/30/2009;09:37 PM;7.0;AGGRAVATED ASSAULT;;;;;4869 N 51ST BL
093040010;10/30/2009;11:30 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5040 N 42ND ST
093010006;10/29/2009;04:35 AM;5.0;AGGRAVATED ASSAULT;;;;;4001 N 19TH ST
093020023;10/29/2009;08:14 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4377 N 28TH ST
093020024;10/29/2009;08:26 AM;4.0;MOTOR VEHICLE THEFT;;;;;1862 W SHERIDAN AV
093020026;10/29/2009;08:24 AM;5.0;MOTOR VEHICLE THEFT;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4030 N TEUTONIA AV
093020031;10/29/2009;09:15 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;5037 N 19TH PL
093020045;10/29/2009;10:14 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5401 N 40TH ST
093020048;10/29/2009;11:19 AM;7.0;ALL OTHER LARCENY;;;;;4821 N 22ND ST
093020052;10/29/2009;12:08 PM;4.0;MOTOR VEHICLE THEFT;;;;;5520 N 38TH ST
093020061;10/29/2009;09:56 AM;5.0;MOTOR VEHICLE THEFT;;;;;4281 N TEUTONIA AV #4
093020111;10/29/2009;03:32 PM;5.0;SIMPLE ASSAULT;;;;;4550 N TEUTONIA AV
093020154;10/29/2009;07:32 PM;5.0;SIMPLE ASSAULT;;;;;4124 N 12TH ST #LWR
093020159;10/29/2009;07:10 PM;4.0;SIMPLE ASSAULT;;;;;5839 N TEUTONIA AV #7
093020168;10/29/2009;11:42 PM;7.0;AGGRAVATED ASSAULT;;;;;5103 N 38TH ST
093020172;10/29/2009;10:19 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4545 N TEUTONIA AV
093020180;10/29/2009;10:44 PM;7.0;AGGRAVATED ASSAULT;;;;;3800 W HAMPTON AV
093030001;10/29/2009;11:30 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;;3500 W SILVER SPRING DR
093030013;10/29/2009;11:39 PM;4.0;ROBBERY;;;;;3628 W VILLARD AV
093030015;10/29/2009;10:44 PM;4.0;THEFT FROM BUILDING;;;;;3020 W BOBOLINK AV
093010004;10/28/2009;01:23 AM;4.0;MOTOR VEHICLE THEFT;;;;;5804 N TEUTONIA AV
093010017;10/28/2009;02:58 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2475 W ROOSEVELT DR
093010031;10/28/2009;07:38 AM;5.0;MOTOR VEHICLE THEFT;;;;;4158 N 14TH ST
093010033;10/28/2009;07:47 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4277 N TEUTONIA AV
093010041;10/28/2009;08:45 AM;5.0;MOTOR VEHICLE THEFT;;;;;4235 N 13TH ST
093010056;10/28/2009;08:29 AM;4.0;ROBBERY;;;;;7171 N TEUTONIA AV
093010059;10/28/2009;11:07 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5904 N 36TH ST
093010074;10/28/2009;11:39 AM;5.0;AGGRAVATED ASSAULT;;;;;4777 N 30TH ST
