Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
053040028;10/31/2005;04:39 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3520 W VILLARD AV
053040029;10/31/2005;06:11 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4652 N 18TH ST
053040032;10/31/2005;07:10 AM;7.0;MOTOR VEHICLE THEFT;;;;;4331 N 27TH ST
053040054;10/31/2005;08:56 AM;4.0;SIMPLE ASSAULT;;;;;3821 W GREEN TREE RD
053040074;10/31/2005;09:01 AM;5.0;MOTOR VEHICLE THEFT;;;;;4234 N 14TH ST
053040104;10/31/2005;10:42 AM;7.0;ALL OTHER LARCENY;;;;;1900 W HAMPTON AV
053040110;10/31/2005;12:45 PM;7.0;SIMPLE ASSAULT;;;;;2121 W VILLARD AV
053040117;10/31/2005;01:28 PM;4.0;SIMPLE ASSAULT;;;;;5882 N 42ND ST
053040137;10/31/2005;03:25 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5525 N 36TH ST
053040151;10/31/2005;04:11 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5174 N 37TH ST
053040155;10/31/2005;02:39 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4825 N 32ND ST
053040161;10/31/2005;05:06 PM;7.0;SIMPLE ASSAULT;;;;;1900 W FIEBRANTZ AV
053040172;10/31/2005;03:16 PM;7.0;ROBBERY;;;;;5160 N 40TH ST
053040212;10/31/2005;07:59 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2800 W CUSTER AV
053040223;10/31/2005;10:37 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2500 W ATKINSON AV
053040228;10/31/2005;09:20 PM;4.0;ROBBERY;;;;;7000 N 42ND ST
053030038;10/30/2005;02:36 AM;4.0;SIMPLE ASSAULT;;;;;3109 W REICHERT PL
053030075;10/30/2005;10:01 AM;7.0;SHOPLIFTING;;;;;2222 W CAPITOL DR
053030094;10/30/2005;10:39 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;6113 N 36TH ST
053030096;10/30/2005;11:47 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4236 N 19TH ST
053030126;10/30/2005;02:00 PM;7.0;ALL OTHER LARCENY;;;;;2012 W CAPITOL DR
053030141;10/30/2005;03:32 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4824 N 39TH ST
053030142;10/30/2005;03:55 PM;4.0;SIMPLE ASSAULT;;;;;4325 W MONROVIA WA
053030146;10/30/2005;03:24 PM;7.0;SIMPLE ASSAULT;;;;;4956 N 19TH PL
053030149;10/30/2005;04:30 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5329 N 27TH ST
053030156;10/30/2005;04:51 PM;7.0;AGGRAVATED ASSAULT;;;;;4374 N 27TH ST
053030170;10/30/2005;06:10 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4519 N GREEN BAY RD
053030179;10/30/2005;07:05 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;3700 W CUSTER AV
053030193;10/30/2005;07:35 PM;7.0;ROBBERY;;;;;4808 N HOPKINS ST
053030196;10/30/2005;08:20 PM;7.0;MOTOR VEHICLE THEFT;;;;;1825 W HAMPTON AV
053030199;10/30/2005;08:20 PM;7.0;ALL OTHER LARCENY;;;;;1825 W HAMPTON AV
053030203;10/30/2005;07:15 PM;;HOMICIDE;;;;;5001 N 46TH ST
053030212;10/30/2005;09:44 PM;7.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4422 W HAMPTON AV
053020033;10/29/2005;04:04 AM;7.0;MOTOR VEHICLE THEFT;;;;;4611 N 29TH ST
053020098;10/29/2005;04:00 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;7071 N 42ND ST
053020143;10/29/2005;03:48 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;4808 N HOPKINS ST
053020145;10/29/2005;12:48 PM;5.0;MOTOR VEHICLE THEFT;;;;;4965 N 20TH ST
053020176;10/29/2005;07:05 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5030 W HAMPTON AV
053020188;10/29/2005;09:10 PM;4.0;ALL OTHER LARCENY;;;;;5761 N 41ST ST
053020197;10/29/2005;09:49 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5935 N 34TH ST
053000132;10/28/2005;05:00 PM;7.0;ROBBERY;;;;;4212 N 25TH ST
053010029;10/28/2005;03:33 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5509 N 20TH ST
053010051;10/28/2005;01:54 AM;7.0;ARSON;AGGRAVATED ASSAULT;;;;5066 N HOPKINS ST
053010061;10/28/2005;06:09 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2900 W ATKINSON AV
053010066;10/28/2005;08:57 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4057 N GREEN BAY RD
053010067;10/28/2005;09:26 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3414 W FLORIST AV
053010092;10/28/2005;10:13 AM;7.0;ROBBERY;;;;;4212 N 25TH ST
053010102;10/28/2005;12:07 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4049 N 26TH ST
053010108;10/28/2005;12:00 PM;7.0;ROBBERY;;;;;4701 N 29TH ST
053010116;10/28/2005;01:47 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;6001 N 39TH ST
053010163;10/28/2005;04:28 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5329 N TEUTONIA AV
053010190;10/28/2005;05:11 PM;7.0;SIMPLE ASSAULT;;;;;4384 N 25TH ST
053010214;10/28/2005;02:57 PM;4.0;AGGRAVATED ASSAULT;;;;;5695 N 40TH ST
053010222;10/28/2005;07:19 PM;7.0;AGGRAVATED ASSAULT;;;;;4757 N 19TH ST
053010223;10/28/2005;06:09 PM;4.0;ROBBERY;;;;;3500 W VILLARD AV
053020001;10/28/2005;11:49 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;3519 W VILLARD AV
053020012;10/28/2005;11:52 PM;7.0;SIMPLE ASSAULT;;;;;4935 W FAIRMOUNT AV
053000035;10/27/2005;08:28 AM;4.0;ALL OTHER LARCENY;;;;;2800 W CUSTER AV
053000051;10/27/2005;09:25 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5019 N 24TH PL
053000063;10/27/2005;10:26 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;1801 W OLIVE ST
053000068;10/27/2005;10:49 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;1826 W CONGRESS ST
053000072;10/27/2005;09:26 AM;4.0;MOTOR VEHICLE THEFT;;;;;4710 W KILEY AV
053000158;10/27/2005;02:49 PM;4.0;ROBBERY;;;;;5600 N TEUTONIA AV
