"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0199002002,39,0,0,2,0,2,2,45
0199002005,83,0,0,1,0,0,0,84
0199002008,230,4,3,7,1,9,13,267
0199003011,9,2,0,1,0,0,0,12
0199004005,45,0,0,0,0,0,0,45
0199004016,42,0,0,5,0,0,0,47
0199005003,46,0,0,0,0,0,0,46
0199005015,42,0,0,1,0,3,0,46
0199001004,183,1,4,11,0,11,0,210
0199002003,0,0,0,0,0,0,0,0
0199002006,38,0,0,0,0,0,0,38
0199003000,128,0,2,5,0,0,14,149
0199003006,34,0,0,0,0,0,0,34
0199003007,44,0,0,0,0,0,0,44
0199003008,48,2,0,0,0,0,0,50
0199003010,0,0,0,0,0,0,0,0
0199004003,82,0,0,0,0,0,2,84
0199005004,22,0,0,0,0,0,0,22
0199005009,22,0,0,2,0,0,1,25
0199005012,63,0,0,0,0,0,0,63
0199005000,0,0,0,0,0,0,0,0
0199005005,44,0,0,0,0,0,0,44
0199005016,40,0,0,0,0,0,0,40
1204004007,123,0,2,4,0,4,7,140
0199002011,3,0,0,0,0,0,0,3
0199004007,60,0,0,7,0,0,0,67
0199004013,20,0,0,0,0,0,0,20
0199005006,59,1,0,1,0,1,0,62
0199005007,29,0,0,0,0,0,0,29
0199005011,48,0,0,0,0,0,0,48
0199001000,67,0,0,0,0,0,0,67
0199001001,58,0,0,1,0,0,0,59
0199002004,0,0,0,0,0,0,0,0
0199003002,62,0,0,0,0,1,0,63
0199003003,41,0,0,0,0,0,0,41
0199003005,48,0,0,0,0,0,0,48
0199004006,40,0,0,0,0,2,1,43
0199004010,24,0,0,0,0,0,0,24
0199005010,41,0,0,0,0,0,1,42
0199005013,42,0,0,1,0,0,0,43
0199002001,0,0,0,0,0,0,0,0
0199002007,49,0,0,0,0,0,0,49
0199002009,101,0,0,6,1,1,3,112
0199003001,35,0,0,0,0,0,1,36
0199004008,30,0,0,0,0,0,1,31
0199003004,26,0,0,0,0,0,0,26
0199003009,69,1,0,0,0,9,5,84
0199004009,46,0,0,0,0,0,4,50
0199005002,81,0,0,0,0,0,0,81
0199001002,101,0,4,0,0,2,0,107
0199001005,5,0,0,0,0,0,0,5
0199001006,68,0,1,7,0,2,3,81
0199001007,97,0,0,0,0,0,4,101
0199002010,117,0,2,2,0,0,0,121
0199004004,14,0,0,0,0,0,0,14
0199005001,22,0,0,0,0,1,0,23
,,,,,,,,
"Total Records: 57",,,,,,,,
"Census Tract: 19900",,,,,,,,
