"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0197001004,107,0,0,1,0,1,0,109
0197002003,112,0,0,3,0,1,1,117
0197002010,74,0,0,0,0,0,1,75
0197003003,52,0,0,2,0,0,0,54
0197004009,36,0,0,0,0,0,0,36
0197004010,110,1,5,0,0,1,1,118
0197004012,129,0,3,0,0,2,2,136
0197004014,30,0,1,0,0,3,1,35
0197001002,56,0,1,4,0,14,0,75
0197001008,74,0,0,0,0,1,0,75
0197002011,91,0,1,0,0,0,0,92
0197003007,0,0,0,0,0,0,0,0
0197003008,42,0,0,0,0,1,0,43
0197004000,59,0,2,6,0,3,0,70
0197004015,33,0,1,0,0,0,0,34
0197002000,271,0,0,20,0,6,1,298
0197002005,61,0,0,1,0,0,0,62
0197002012,72,0,0,0,0,0,3,75
0197003002,44,0,0,0,0,0,0,44
0197003009,56,4,0,0,0,1,0,61
0197004011,137,0,0,7,0,0,0,144
0197001010,50,0,0,0,0,1,0,51
0197003000,167,1,0,5,0,14,3,190
0197003004,96,0,0,1,0,0,0,97
0197003012,72,2,0,4,0,0,0,78
0197004005,47,0,3,0,0,0,0,50
0197004013,73,0,3,5,0,3,0,84
0197001001,18,0,0,0,0,0,0,18
0197001005,60,0,0,0,0,5,0,65
0197002004,65,0,0,2,0,0,0,67
0197002007,122,1,0,0,0,0,5,128
0197002009,39,4,0,0,0,3,2,48
0197002014,56,0,3,0,0,1,0,60
0197004006,55,1,0,0,0,0,3,59
0197004008,266,28,1,0,0,11,5,311
0197004016,15,0,0,1,0,0,0,16
0197001003,103,0,0,0,0,0,0,103
0197001009,49,0,1,0,0,0,0,50
0197002001,29,0,0,0,2,0,0,31
0197002002,148,0,0,0,0,2,3,153
0197003001,71,0,0,0,0,0,3,74
0197004001,38,0,0,0,0,0,0,38
0197004002,31,0,1,0,0,0,0,32
0197004003,56,0,0,0,0,0,0,56
0197004007,49,0,0,3,0,0,0,52
0197001000,0,0,0,0,0,0,0,0
0197002006,67,0,2,0,0,0,1,70
0197002008,80,0,0,0,0,0,2,82
0197002016,19,0,0,0,0,0,0,19
0197003010,55,0,0,0,0,0,0,55
0197001006,103,0,1,0,0,4,0,108
0197001007,71,0,0,0,0,1,0,72
0197002013,61,0,0,0,2,0,0,63
0197002015,57,0,0,0,0,1,0,58
0197003005,181,2,3,0,1,5,3,195
0197003006,68,0,0,3,0,0,0,71
0197003011,643,41,7,40,0,31,25,787
0197004004,49,0,0,8,0,0,0,57
,,,,,,,,
"Total Records: 59",,,,,,,,
"Census Tract: 19700",,,,,,,,
