"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0205001005,112,6,0,0,0,2,16,136
0205003001,89,0,0,0,0,0,21,110
0205001001,96,0,11,0,0,5,37,149
0205002003,121,0,0,0,0,10,1,132
0205003000,78,1,0,0,0,1,3,83
0205003005,110,0,0,4,0,1,6,121
0205001002,73,0,7,23,0,6,15,124
0205001003,106,0,1,1,1,3,20,132
0205002000,49,0,0,0,0,7,25,81
0205002002,78,2,1,3,0,8,22,114
0205002004,89,0,0,0,0,0,5,94
0205002005,84,2,0,1,0,0,1,88
0205001004,120,4,0,0,0,9,17,150
0205001006,0,0,0,0,0,0,0,0
0205001007,75,2,6,0,0,6,23,112
0205002006,93,0,1,0,0,4,6,104
0205002007,45,0,3,2,0,0,7,57
0205003006,76,3,1,4,0,2,1,87
0205001000,82,5,3,11,0,0,33,134
0205003002,84,0,4,0,0,1,7,96
0205003004,75,0,1,1,0,2,6,85
0205002001,119,4,13,0,0,0,16,152
0205003007,89,0,0,0,0,0,0,89
0205003003,75,0,0,0,0,0,7,82
,,,,,,,,
"Total Records: 25",,,,,,,,
"Census Tract: 20500",,,,,,,,
