"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0203001004,0,0,0,0,0,0,0,0
0203001005,40,0,0,0,0,0,3,43
0203002006,88,0,0,0,0,3,0,91
0203002013,49,0,0,0,0,0,5,54
0203001002,81,0,0,0,0,5,2,88
0203001006,91,0,0,0,0,2,2,95
0203001010,84,0,0,0,0,1,10,95
0203001011,74,0,2,6,0,0,12,94
0203002010,127,1,1,7,0,6,2,144
0203002012,69,0,0,0,0,0,9,78
0203002017,48,0,0,0,0,2,11,61
0203001000,213,3,1,1,0,1,21,240
0203001001,79,0,2,1,0,2,6,90
0203001008,97,0,0,4,0,0,4,105
0203001013,30,0,0,0,0,0,0,30
0203001014,173,0,0,0,0,4,22,199
0203002002,95,3,0,1,0,0,1,100
0203002004,67,0,0,0,0,0,7,74
0203002008,95,0,1,0,0,0,13,109
0203002011,107,0,0,0,0,4,4,115
0203002016,55,0,0,0,0,5,1,61
0203002009,147,0,0,0,0,0,13,160
0203002014,54,0,1,1,0,0,2,58
0203001009,88,1,0,0,0,0,1,90
0203001012,68,0,0,0,0,0,6,74
0203002007,83,0,2,0,0,0,6,91
0203002019,48,0,0,1,0,3,5,57
0203002001,91,0,0,0,0,0,3,94
0203002005,64,0,0,5,0,0,17,86
0203002015,78,0,0,1,5,0,4,88
0203001007,70,0,0,0,0,0,0,70
0203001015,3,0,0,0,0,0,0,3
0203002018,55,1,0,4,0,0,0,60
0203001003,97,0,0,2,0,4,10,113
0203002000,74,2,2,2,0,11,9,100
0203002003,26,0,0,0,0,0,0,26
,,,,,,,,
"Total Records: 37",,,,,,,,
"Census Tract: 20300",,,,,,,,
