"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0005011007,63,24,4,0,0,0,4,95
0005011011,0,0,0,0,0,0,0,0
0005011012,0,0,0,0,0,0,0,0
0005012001,66,16,0,3,0,1,0,86
0005012007,72,1,3,0,0,1,0,77
0005012011,130,76,0,0,0,6,3,215
0005011001,2,0,0,0,0,0,0,2
0005013000,30,33,0,0,0,4,1,68
0005013001,0,0,0,0,0,0,0,0
0005012000,123,5,0,8,2,0,0,138
0005012008,65,2,0,0,0,0,0,67
0005011005,33,3,0,0,0,0,0,36
0005011008,0,0,0,0,0,0,0,0
0005011010,0,0,0,0,0,0,0,0
0005013002,165,145,1,19,0,15,4,349
0005013003,60,35,0,0,0,0,7,102
0005012002,20,0,4,8,0,0,0,32
0005012021,19,4,0,6,0,3,0,32
0005011002,139,31,0,2,0,3,1,176
0005011014,0,0,0,0,0,0,0,0
0005011018,0,0,0,0,0,0,0,0
0005012005,55,15,0,0,0,2,0,72
0005012015,104,3,0,0,0,5,0,112
0005012016,25,0,0,1,0,1,0,27
0005011004,50,42,0,0,0,8,2,102
0005011006,73,0,4,0,0,0,0,77
0005012003,89,1,0,5,0,0,2,97
0005012004,46,13,0,3,0,0,3,65
0005012006,64,0,1,1,0,3,0,69
0005012019,15,4,0,0,0,0,0,19
0005011003,28,1,0,5,0,2,1,37
0005011009,0,0,0,0,0,0,0,0
0005011017,0,0,0,0,0,0,0,0
0005012009,91,2,4,1,0,0,0,98
0005012012,132,42,0,0,2,2,1,179
0005012013,321,56,3,15,0,11,2,408
0005012017,116,17,2,2,0,2,0,139
0005012020,13,0,0,0,0,0,0,13
0005011000,72,85,1,17,2,17,8,202
0005011016,0,0,0,0,0,0,0,0
0005012014,93,11,0,14,0,3,0,121
0005012018,109,6,0,0,0,6,0,121
0005012022,14,1,0,1,0,1,0,17
0005011013,0,0,0,0,0,0,0,0
0005011015,0,0,0,0,0,0,0,0
0005012010,61,6,0,0,0,0,0,67
,,,,,,,,
"Total Records: 47",,,,,,,,
"Census Tract: 501",,,,,,,,
