Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
071510060;05/31/2007;10:07 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;1900 W VILLARD AV
071510086;05/31/2007;11:47 AM;7.0;MOTOR VEHICLE THEFT;;;;;5024 N 33RD ST
071510114;05/31/2007;10:12 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5495 N LONG ISLAND DR #UPR
071510117;05/31/2007;01:52 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2475 W ROOSEVELT DR
071510119;05/31/2007;12:54 PM;4.0;SIMPLE ASSAULT;;;;;3426 W VILLARD AV #1
071510123;05/31/2007;09:29 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4152 N 21ST ST
071510133;05/31/2007;03:13 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;6664 N 51ST ST
071510147;05/31/2007;02:05 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;2627 W HOPE AV #1
071510157;05/31/2007;04:53 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4800 W HAMPTON AV #4
071510204;05/31/2007;10:50 PM;4.0;AGGRAVATED ASSAULT;;;;;3821 W SHERIDAN AV
071500016;05/30/2007;01:35 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4872 N 51ST BL
071500052;05/30/2007;09:20 AM;4.0;SIMPLE ASSAULT;;;;;5536 N 31ST ST #APT8
071500070;05/30/2007;10:49 AM;7.0;ALL OTHER LARCENY;;;;;2505 W CORNELL ST
071500073;05/30/2007;11:13 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4126 N 26TH ST
071500097;05/30/2007;11:53 AM;7.0;ALL OTHER LARCENY;;;;;2505 W CORNELL ST
071500112;05/30/2007;02:11 PM;7.0;ALL OTHER LARCENY;;;;;4030 N 29TH ST
071500157;05/30/2007;06:41 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5443 N 13TH ST
071500159;05/30/2007;05:37 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4709 N 22ND ST
071500160;05/30/2007;05:01 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;7374 N 42ND ST
071500171;05/30/2007;06:13 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5760 N 41ST ST
071500172;05/30/2007;07:46 PM;7.0;ALL OTHER LARCENY;;;;;5100 W HAMPTON AV
071500181;05/30/2007;08:30 PM;4.0;SIMPLE ASSAULT;;;;;3812 W VILLARD AV #6
071500200;05/30/2007;10:53 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;7171 N TEUTONIA AV
071500202;05/30/2007;09:28 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5301 N HOPKINS ST
071500204;05/30/2007;11:12 PM;7.0;MOTOR VEHICLE THEFT;;;;;1900 W CORNELL ST
071490017;05/29/2007;02:19 AM;4.0;SIMPLE ASSAULT;ALL OTHER OFFENSES;;;;6263 N TEUTONIA AV
071490023;05/29/2007;07:35 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5063 N 19TH PL
071490047;05/29/2007;09:13 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5519 N 35TH ST
071490072;05/29/2007;10:29 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4519 N 20TH ST
071490094;05/29/2007;11:51 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2450 W ROOSEVELT DR
071490095;05/29/2007;11:26 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;;4202 W SILVER SPRING DR
071490104;05/29/2007;08:46 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4070 N 20TH ST
071490105;05/29/2007;12:54 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2700 W CAPITOL DR
071490116;05/29/2007;11:29 AM;7.0;MOTOR VEHICLE THEFT;;;;;2501 W GLENDALE AV
071490134;05/29/2007;01:14 PM;7.0;ROBBERY;;;;;4616 W HAMPTON AV
071490169;05/29/2007;12:39 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4544 N 27TH ST
071490174;05/29/2007;04:13 PM;7.0;ROBBERY;;;;;5110 W HAMPTON AV
071490183;05/29/2007;06:48 PM;7.0;AGGRAVATED ASSAULT;;;;;5061 N 46TH ST
071490206;05/29/2007;09:02 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5691-A N 36TH ST
071480009;05/28/2007;12:34 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;6141 N 36TH ST
071480017;05/28/2007;01:09 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;3507 W VILLARD AV
071480031;05/28/2007;03:13 AM;4.0;AGGRAVATED ASSAULT;;;;;2933 W BOBOLINK AV
071480056;05/28/2007;08:31 AM;5.0;ALL OTHER LARCENY;;;;;4215 N GREEN BAY AV
071480068;05/28/2007;10:34 AM;4.0;SIMPLE ASSAULT;;;;;5276 N 38TH ST
071480071;05/28/2007;08:48 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5075 N SHERMAN BL
071480086;05/28/2007;11:18 AM;7.0;AGGRAVATED ASSAULT;;;;;4338 N 25TH ST
